time	radps
4,45910	24,08554
4,46244	23,50959
4,46561	23,78884
4,46860	24,34734
4,47167	23,45723
4,47490	24,01573
4,47800	23,66666
4,48136	23,71902
4,48445	23,96337
4,48751	23,19543
4,49100	24,39970
4,49418	23,78884
4,49724	23,38741
4,50030	24,85349
4,50338	23,73648
4,50677	23,82374
4,50986	24,36480
4,51334	23,91101
4,51653	23,82374
4,51959	24,43461
4,52266	23,98082
4,52571	24,01573
4,52878	24,53933
4,53201	24,22517
4,53506	24,67896
4,53827	24,12045
4,54146	24,50442
4,54494	24,73132
4,54838	23,70157
4,55141	24,53933
4,55483	24,73132
4,55800	23,82374
4,56097	24,87094
4,56427	24,67896
4,56727	24,36480
4,57045	24,95821
4,57343	24,34734
4,57697	24,22517
4,58042	24,69641
4,58345	24,34734
4,58682	24,29498
4,59008	24,76622
4,59329	24,46952
4,59643	24,20772
4,59948	25,13274
4,60265	24,31244
4,60559	24,27753
4,60905	25,20255
4,61255	23,85865
4,61558	24,12045
4,61903	25,06293
4,62207	24,15536
4,62512	24,36480
4,62819	25,04547
4,63119	24,57424
4,63434	24,60914
4,63764	24,48697
4,64084	24,76622
4,64423	24,39970
4,64720	24,67896
4,65031	24,76622
4,65348	24,76622
4,65667	24,66150
4,65966	24,92330
4,66273	25,27237
4,66587	24,46952
4,66923	25,13274
4,67228	25,20255
4,67539	24,22517
4,67880	25,25491
4,68200	25,04547
4,68507	24,46952
4,68808	25,44690
4,69104	25,11529
4,69409	24,92330
4,69766	25,53417
4,70118	24,76622
4,70438	24,81858
4,70742	25,06293
4,71089	24,95821
4,71409	24,74877
4,71725	25,13274
4,72034	25,08038
4,72342	24,94076
4,72658	25,42945
4,72972	25,23746
4,73294	24,74877
4,73613	25,56907
4,73947	24,87094
4,74297	24,69641
4,74646	25,58653
4,74955	25,15019
4,75253	24,88840
4,75569	25,77851
4,75881	25,30727
4,76207	25,01057
4,76567	25,83087
4,76875	25,27237
4,77227	25,27237
4,77576	25,72615
4,77887	25,46435
4,78190	25,63889
4,78495	25,65634
4,78810	25,84833
4,79113	25,62143
4,79449	25,63889
4,79802	25,84833
4,80121	25,27237
4,80477	25,49926
4,80827	25,69125
4,81148	26,00541
4,81471	25,56907
4,81770	25,84833
4,82086	26,19739
4,82407	25,62143
4,82708	25,63889
4,83015	25,95305
4,83337	25,72615
4,83699	25,70870
4,84039	26,07522
4,84349	25,77851
4,84652	25,51671
4,84959	26,21485
4,85274	25,76106
4,85584	25,49926
4,85909	26,04031
4,86257	25,51671
4,86590	25,15019
4,86906	26,14503
4,87278	25,77851
4,87587	25,51671
4,87891	26,02286
4,88198	25,84833
4,88513	25,81342
4,88829	26,14503
4,89137	25,58653
4,89486	25,97050
4,89810	26,02286
4,90126	25,70870
4,90483	26,35447
4,90790	26,23230
4,91089	25,77851
4,91401	26,56391
4,91721	26,16249
4,92033	25,72615
4,92335	26,45919
4,92692	25,90069
4,93009	26,02286
4,93308	26,61627
4,93670	26,23230
4,93977	26,11013
4,94275	26,52900
4,94587	26,21485
4,94936	26,07522
4,95245	26,21485
4,95551	26,23230
4,95848	26,23230
4,96156	26,16249
4,96514	26,21485
4,96872	26,33702
4,97184	26,14503
4,97497	26,23230
4,97807	26,73844
4,98137	25,83087
4,98484	25,95305
4,98797	26,65118
4,99107	26,21485
4,99434	25,97050
4,99794	27,29695
5,00111	26,35447
5,00413	26,26721
5,00717	26,84316
5,01041	26,33702
5,01362	26,35447
5,01707	26,84316
5,02074	26,49410
5,02392	26,87807
5,02748	27,03515
5,03087	26,47664
5,03418	27,36676
5,03742	27,03515
5,04060	26,37192
5,04394	26,98279
5,04746	27,03515
5,05074	26,66863
5,05390	26,80826
5,05756	27,17478
5,06096	27,31440
5,06402	26,87807
5,06707	26,80826
5,07007	26,93043
5,07329	26,93043
5,07661	26,84316
5,07964	26,93043
5,08282	26,94788
5,08599	27,07006
5,08907	26,87807
5,09253	26,87807
5,09554	27,33186
5,09865	26,56391
5,10157	26,59882
5,10451	27,41912
5,10767	26,80826
5,11114	26,68608
5,11435	27,64602
5,11736	27,07006
5,12036	26,73844
5,12395	27,68092
5,12711	27,03515
5,13011	27,17478
5,13319	27,41912
5,13631	27,10496
5,13931	27,38422
5,14237	27,52384
5,14594	27,22714
5,14941	27,50639
5,15297	27,55875
5,15629	26,65118
5,15941	27,55875
5,16251	27,36676
5,16558	27,07006
5,16870	27,55875
5,17185	27,61111
5,17500	27,55875
5,17796	27,41912
5,18105	27,48894
5,18452	27,68092
5,18757	27,31440
5,19063	27,31440
5,19366	27,71583
5,19671	27,29695
5,19992	27,31440
5,20309	27,76819
5,20607	27,48894
5,20930	27,19223
5,21269	27,52384
5,21579	27,29695
5,21904	27,62856
5,22214	27,33186
5,22519	27,29695
5,22825	28,27433
5,23139	27,61111
5,23455	27,26204
5,23760	28,22197
5,24077	27,55875
5,24416	27,26204
5,24717	28,16961
5,25022	27,69838
5,25330	27,82055
5,25637	28,09980
5,25944	27,90781
5,26254	28,13471
5,26570	28,09980
5,26899	27,64602
5,27210	28,13471
5,27547	27,89036
5,27886	27,75074
5,28207	28,36160
5,28524	28,20452
5,28828	28,20452
5,29130	27,99508
5,29445	28,16961
5,29748	28,27433
5,30093	27,94272
5,30392	27,96017
5,30733	28,39651
5,31085	27,94272
5,31397	28,13471
5,31713	27,99508
5,32015	27,90781
5,32318	28,60595
5,32633	27,62856
5,32991	27,68092
5,33305	28,55359
5,33619	27,94272
5,33974	27,96017
5,34330	28,53613
5,34654	27,89036
5,34972	28,74557
5,35269	28,06489
5,35578	27,89036
5,35893	28,60595
5,36199	28,29179
5,36539	28,25688
5,36840	28,71067
5,37189	28,29179
5,37537	28,71067
5,37854	28,58849
5,38163	27,94272
5,38470	28,64085
5,38778	28,36160
5,39098	28,46632
5,39434	28,48377
5,39787	28,65831
5,40124	28,97247
5,40486	28,46632
5,40833	28,51868
5,41137	28,27433
5,41441	28,44887
5,41751	28,79793
5,42070	28,34415
5,42379	28,51868
5,42685	28,64085
5,42992	28,46632
5,43307	28,72812
5,43677	28,39651
5,44024	28,08235
5,44325	29,11209
5,44629	28,51868
5,44940	28,53613
5,45244	29,16445
5,45552	28,44887
5,45860	28,97247
5,46164	28,92011
5,46520	28,27433
5,46880	29,16445
5,47233	28,86775
5,47544	28,98992
5,47865	29,30408
5,48175	28,74557
5,48490	29,54842
5,48785	29,18191
5,49099	28,60595
5,49413	29,28662
5,49776	29,09464
5,50083	29,21681
5,50426	29,18191
5,50731	29,18191
5,51057	29,37389
5,51358	29,25172
5,51714	29,23426
5,52029	29,05973
5,52334	29,04228
5,52640	29,40880
5,52954	29,04228
5,53253	29,21681
5,53559	29,32153
5,53868	29,02483
5,54186	29,49606
5,54496	28,78048
5,54816	28,79793
5,55155	29,67060
5,55449	28,93756
5,55770	29,21681
5,56119	29,63569
5,56425	28,92011
5,56746	29,88004
5,57070	29,18191
5,57379	29,09464
5,57685	29,70550
5,58021	29,12955
5,58347	29,63569
5,58666	29,79277
5,58969	29,09464
5,59297	29,88004
5,59633	29,67060
5,59932	29,30408
5,60242	29,51352
5,60557	29,47861
5,60856	30,00221
5,61170	29,67060
5,61512	29,56588
5,61829	29,67060
5,62146	29,49606
5,62458	29,70550
5,62820	29,37389
5,63126	29,44370
5,63427	29,54842
5,63742	29,47861
5,64044	30,26401
5,64365	29,42625
5,64717	29,49606
5,65024	29,88004
5,65339	29,16445
5,65646	29,79277
5,66009	29,56588
5,66319	29,23426
5,66645	30,40364
5,66966	29,47861
5,67280	30,05457
5,67599	29,93240
5,67899	29,40880
5,68214	30,38618
5,68517	29,88004
5,68819	30,05457
5,69171	30,47345
5,69487	29,96730
5,69791	30,52581
5,70094	30,21165
5,70409	29,63569
5,70717	30,28146
5,71035	30,00221
5,71387	30,50836
5,71696	30,19420
5,72008	30,21165
5,72342	30,28146
5,72657	30,15929
5,72964	30,35128
5,73265	30,00221
5,73575	30,14184
5,73889	30,24656
5,74189	30,12438
5,74491	30,71779
5,74803	30,01966
5,75135	30,07202
5,75458	30,43854
5,75787	29,82768
5,76095	30,26401
5,76406	30,19420
5,76706	29,68805
5,77024	30,97959
5,77327	30,19420
5,77629	30,26401
5,77972	30,57817
5,78272	29,79277
5,78566	30,89233
5,78917	30,35128
5,79231	30,08948
5,79533	30,90978
5,79846	30,21165
5,80161	30,89233
5,80462	30,66543
5,80769	30,05457
5,81070	30,71779
5,81377	30,38618
5,81711	30,90978
5,82035	30,63053
5,82334	30,57817
5,82634	30,66543
5,82935	30,50836
5,83247	30,77015
5,83538	30,47345
5,83851	30,45600
5,84160	30,78761
5,84463	30,35128
5,84809	31,04941
5,85111	30,45600
5,85423	30,50836
5,85727	30,89233
5,86038	30,21165
5,86350	30,59562
5,86686	30,64798
5,86997	30,21165
5,87289	31,41593
5,87610	30,54326
5,87936	30,73525
5,88236	31,03195
5,88543	30,33382
5,88840	31,41593
5,89134	30,85742
5,89447	30,83997
5,89780	31,48574
5,90129	30,92723
5,90432	31,53810
5,90747	31,15413
5,91071	30,92723
5,91390	31,15413
5,91691	30,92723
5,91999	31,55555
5,92307	31,27630
5,92629	31,39847
5,92952	31,10177
5,93279	31,03195
5,93585	31,27630
5,93918	30,97959
5,94243	31,66027
5,94600	31,03195
5,94913	31,31121
5,95234	31,20649
5,95547	31,01450
5,95863	31,41593
5,96157	30,78761
5,96463	31,27630
5,96801	31,24139
5,97111	30,70034
5,97448	31,99189
5,97759	30,96214
5,98078	31,66027
5,98385	31,24139
5,98686	31,03195
5,99002	31,74754
5,99316	31,04941
5,99654	31,85226
5,99960	31,73009
6,00301	31,29375
6,00629	31,74754
6,00983	30,97959
6,01305	31,67773
6,01616	31,31121
6,01922	31,88717
6,02246	31,66027
6,02555	31,57301
6,02858	31,66027
6,03206	31,39847
6,03537	31,74754
6,03878	31,41593
6,04199	31,73009
6,04510	31,34611
6,04815	31,57301
6,05124	31,74754
6,05442	31,31121
6,05743	32,11406
6,06043	31,17158
6,06352	31,20649
6,06666	31,93953
6,06996	31,20649
6,07337	32,44567
6,07661	31,62537
6,07976	31,92207
6,08279	31,93953
6,08594	31,34611
6,08893	32,34095
6,09210	31,50319
6,09507	32,13151
6,09816	32,37586
6,10127	31,50319
6,10444	32,53294
6,10753	31,85226
6,11059	32,23623
6,11364	32,07915
6,11675	31,85226
6,11974	32,37586
6,12284	32,25368
6,12600	32,56784
6,12941	32,04425
6,13242	32,20132
6,13585	32,06170
6,13888	32,04425
6,14197	32,20132
6,14500	31,99189
6,14816	32,77728
6,15162	31,95698
6,15470	32,00934
6,15782	31,86971
6,16120	31,48574
6,16426	32,81219
6,16731	31,69518
6,17041	32,77728
6,17346	32,30604
6,17656	31,81735
6,17966	32,75983
6,18285	31,46829
6,18592	32,70747
6,18899	32,25368
6,19226	32,20132
6,19563	32,91691
6,19866	31,92207
6,20177	32,91691
6,20480	32,34095
6,20790	32,51548
6,21103	32,49803
6,21406	32,18387
6,21713	32,69002
6,22015	32,62020
6,22334	32,88200
6,22661	32,42822
6,22973	32,63766
6,23287	32,39331
6,23591	32,46312
6,23911	32,65511
6,24229	32,27114
6,24588	33,19616
6,24952	32,23623
6,25256	32,88200
6,25599	32,04425
6,25936	32,32350
6,26252	32,69002
6,26568	32,23623
6,26886	33,33579
6,27226	32,04425
6,27541	33,35324
6,27847	32,18387
6,28195	32,88200
6,28493	33,00418
6,28835	32,51548
6,29181	33,47542
6,29485	32,63766
6,29784	33,54523
6,30091	32,81219
6,30416	33,02163
6,30735	33,03908
6,31026	32,77728
6,31323	33,26598
6,31635	33,14380
6,31970	33,47542
6,32286	33,02163
6,32582	33,19616
6,32904	32,89946
6,33215	33,00418
6,33523	33,10890
6,33826	32,89946
6,34145	33,56268
6,34484	32,69002
6,34824	33,49287
6,35135	32,63766
6,35475	33,00418
6,35785	33,23107
6,36093	32,70747
6,36398	33,85939
6,36720	32,53294
6,37045	33,80703
6,37355	32,63766
6,37697	33,37070
6,38042	33,42306
6,38342	33,03908
6,38681	33,85939
6,38991	32,88200
6,39297	33,91175
6,39607	32,96927
6,39916	33,54523
6,40244	33,30088
6,40567	33,47542
6,40876	33,54523
6,41202	33,45796
6,41510	33,47542
6,41840	33,19616
6,42145	33,47542
6,42450	33,03908
6,42757	33,71976
6,43075	33,07399
6,43376	33,54523
6,43702	33,37070
6,44011	33,23107
6,44340	33,71976
6,44659	32,72492
6,44972	34,06883
6,45277	33,14380
6,45592	33,64995
6,45898	33,80703
6,46209	33,02163
6,46516	34,19100
6,46874	32,81219
6,47204	34,19100
6,47525	33,26598
6,47860	34,29572
6,48169	33,99901
6,48465	33,99901
6,48789	34,29572
6,49114	33,23107
6,49423	34,13864
6,49726	33,64995
6,50064	34,33063
6,50415	34,03392
6,50718	34,36553
6,51068	33,84193
6,51372	34,06883
6,51677	33,71976
6,51987	34,22591
6,52302	33,87684
6,52620	33,75467
6,52978	34,38299
6,53293	33,59759
6,53597	34,33063
6,53940	33,26598
6,54292	34,33063
6,54616	33,61504
6,54943	34,60988
6,55266	33,94665
6,55599	34,12119
6,55905	34,29572
6,56207	33,75467
6,56520	34,67969
6,56823	33,45796
6,57181	34,76696
6,57535	34,12119
6,57843	34,71460
6,58154	34,05137
6,58458	34,31317
6,58793	34,26081
6,59113	34,12119
6,59411	34,41789
6,59727	34,29572
6,60027	34,48771
6,60336	34,17355
6,60638	34,45280
6,60945	33,91175
6,61260	34,83677
6,61574	34,03392
6,61908	34,60988
6,62227	34,26081
6,62541	34,13864
6,62837	34,41789
6,63176	33,40560
6,63527	35,13348
6,63872	33,73721
6,64171	35,41273
6,64477	33,78957
6,64782	35,15093
6,65096	34,31317
6,65407	34,41789
6,65725	34,95894
6,66037	34,03392
6,66390	35,41273
6,66707	34,24336
6,67050	35,36037
6,67368	34,33063
6,67682	35,08112
6,67990	34,62733
6,68308	35,20329
6,68638	34,95894
6,68946	35,01130
6,69291	34,74951
6,69588	34,83677
6,69931	34,67969
6,70238	34,74951
6,70552	34,76696
6,70853	34,57497
6,71180	35,25565
6,71498	34,43535
6,71823	35,39528
6,72159	34,12119
6,72479	35,25565
6,72780	34,36553
6,73084	35,41273
6,73410	34,95894
6,73722	34,41789
6,74022	35,41273
6,74329	34,13864
6,74643	35,74434
6,74973	34,36553
6,75282	35,67453
6,75587	34,81932
6,75916	35,46509
6,76226	35,25565
6,76544	34,90659
6,76850	35,20329
6,77153	34,87168
6,77465	35,41273
6,77776	35,25565
6,78120	35,32546
6,78446	34,94149
6,78757	35,22074
6,79108	34,74951
6,79429	35,51745
6,79738	34,81932
6,80043	35,86652
6,80340	34,57497
6,80650	35,77925
6,80966	34,67969
6,81270	34,88913
6,81572	35,44764
6,81920	34,55752
6,82221	36,28540
6,82529	34,41789
6,82841	36,32030
6,83151	34,38299
6,83448	35,98869
6,83750	35,08112
6,84060	35,63962
6,84375	36,05850
6,84723	35,27310
6,85037	36,18068
6,85342	35,01130
6,85700	35,98869
6,86041	35,27310
6,86351	35,98869
6,86653	35,67453
6,86953	35,86652
6,87258	35,34292
6,87560	35,77925
6,87875	35,22074
6,88201	36,18068
6,88559	35,16838
6,88872	36,40757
6,89224	35,15093
6,89545	36,12832
6,89863	35,06366
6,90167	35,79670
6,90480	35,55236
6,90787	35,32546
6,91130	36,35521
6,91446	34,95894
6,91768	36,47738
6,92077	34,90659
6,92431	36,66937
6,92749	34,95894
6,93066	36,80899
6,93368	35,34292
6,93683	36,66937
6,94000	35,44764
6,94342	36,23304
6,94677	35,72689
6,95000	36,40757
6,95317	36,04105
6,95677	36,40757
6,95988	35,90142
6,96289	36,30285
6,96595	35,58726
6,96920	36,44247
6,97243	35,65708
6,97553	36,54719
6,97853	35,70944
6,98167	35,91888
6,98467	35,97124
6,98829	35,09857
6,99141	36,73918
6,99438	35,29056
6,99751	37,15806
7,00057	35,08112
7,00384	37,24533
7,00703	35,13348
7,01027	37,05334
7,01392	35,67453
7,01743	36,96607
7,02103	36,02360
7,02409	37,14061
7,02716	35,67453
7,03021	36,80899
7,03340	36,23304
7,03666	36,93117
7,03980	36,56465
7,04323	37,00098
7,04636	36,49483
7,04943	36,75663
7,05307	36,11086
7,05631	36,94862
7,05946	35,97124
7,06257	37,21042
7,06576	35,93633
7,06906	36,87881
7,07217	36,04105
7,07526	36,49483
7,07869	36,51229
7,08195	36,12832
7,08539	36,93117
7,08865	36,05850
7,09180	36,73918
7,09478	36,32030
7,09793	37,08825
7,10155	35,98869
7,10488	37,64675
7,10793	36,23304
7,11125	37,26278
7,11436	35,98869
7,11749	37,05334
7,12063	36,30285
7,12385	37,15806
7,12726	36,75663
7,13075	37,05334
7,13381	36,66937
7,13686	36,86135
7,14041	36,70427
7,14408	37,00098
7,14745	36,61701
7,15061	37,00098
7,15375	36,80899
7,15700	36,63446
7,16026	36,02360
7,16344	37,28023
7,16656	36,21558
7,16981	37,78638
7,17287	35,86652
7,17597	38,01327
7,17910	35,83161
7,18215	38,04818
7,18529	36,09341
7,18845	38,24016
7,19188	36,59955
7,19501	37,97836
7,19838	36,56465
7,20156	37,64675
7,20474	36,82645
7,20834	37,73402
7,21147	37,24533
7,21470	37,59439
7,21803	36,96607
7,22121	37,59439
7,22439	36,79154
7,22792	37,76893
7,23098	36,73918
7,23428	37,89110
7,23765	36,56465
7,24136	37,83874
7,24459	36,05850
7,24771	37,82128
7,25066	36,40757
7,25374	38,34488
7,25688	36,12832
7,26008	38,55432
7,26320	36,05850
7,26620	38,41470
7,26950	36,35521
7,27257	38,48451
7,27564	36,93117
7,27880	38,27507
7,28207	37,19297
7,28512	37,90855
7,28823	37,14061
7,29141	38,01327
7,29498	37,54203
7,29822	37,97836
7,30141	37,31514
7,30495	37,76893
7,30845	36,86135
7,31176	38,03072
7,31483	36,94862
7,31792	38,24016
7,32101	36,87881
7,32410	38,29252
7,32711	36,25049
7,33033	38,65904
7,33349	36,42502
7,33705	39,06047
7,34080	36,54719
7,34391	39,06047
7,34713	36,44247
7,35027	38,95575
7,35347	36,61701
7,35664	39,23500
7,35967	36,96607
7,36318	38,93830
7,36629	37,08825
7,36953	38,55432
7,37344	37,45477
7,37664	38,65904
7,37971	37,92600
7,38277	38,17035
7,38592	37,82128
7,38888	38,17035
7,39201	37,85619
7,39506	38,27507
7,39812	37,69911
7,40108	38,53687
7,40402	37,43731
7,40691	38,62414
7,40970	36,56465
7,41254	39,11283
7,41550	37,00098
7,41861	39,14774
7,42160	37,78638
7,42482	38,34488
7,42774	38,01327
7,43069	38,15290
7,43387	38,62414
7,43718	37,52458
7,44034	39,18264
7,44333	37,97836
7,44644	38,81612
7,44961	37,62930
7,45300	38,81612
7,45616	37,97836
7,45922	38,65904
7,46269	38,36234
7,46601	38,41470
7,46928	38,46706
7,47234	37,78638
7,47542	38,79867
7,47852	37,71657
7,48175	39,25245
7,48519	37,71657
7,48823	39,04302
7,49131	37,35005
7,49467	39,06047
7,49798	37,71657
7,50100	39,58407
7,50405	37,47222
7,50715	39,56661
7,51025	37,64675
7,51347	39,13028
7,51660	38,15290
7,51973	39,30481
7,52323	38,60668
7,52651	39,13028
7,52987	38,15290
7,53322	39,25245
7,53630	38,22271
7,53936	39,37463
7,54253	38,55432
7,54571	39,25245
7,54886	38,29252
7,55195	39,30481
7,55536	38,27507
7,55886	39,33972
7,56206	38,24016
7,56516	39,18264
7,56834	38,34488
7,57140	38,93830
7,57454	38,03072
7,57770	39,51425
7,58095	37,89110
7,58401	39,96804
7,58729	37,89110
7,59070	39,72369
7,59403	38,11799
7,59722	39,26991
7,60040	38,86848
7,60345	39,25245
7,60655	39,07792
7,61003	39,20009
7,61332	38,74631
7,61644	38,86848
7,61975	39,51425
7,62323	39,13028
7,62641	39,56661
7,62959	38,53687
7,63274	39,49680
7,63583	38,53687
7,63910	39,53171
7,64229	38,46706
7,64550	39,72369
7,64892	38,36234
7,65208	39,42699
7,65519	38,48451
7,65829	39,61897
7,66158	38,60668
7,66460	40,14257
7,66767	38,72886
7,67081	39,88077
7,67384	38,43215
7,67747	40,07276
7,68122	38,55432
7,68491	39,77605
7,68843	40,22984
7,69159	38,22271
7,69483	40,36947
7,69785	38,62414
7,70100	40,33456
7,70398	39,20009
7,70709	40,00295
7,71034	39,04302
7,71395	39,88077
7,71718	39,33972
7,72019	39,30481
7,72325	40,26475
7,72652	38,99066
7,72957	39,89823
7,73272	38,62414
7,73589	40,03785
7,73906	38,76376
7,74249	40,59636
7,74564	38,48451
7,74871	41,03269
7,75229	37,97836
7,75531	40,98033
7,75844	37,97836
7,76165	41,36430
7,76521	38,36234
7,76880	41,18977
7,77189	38,41470
7,77498	40,26475
7,77808	39,53171
7,78139	40,33456
7,78444	39,89823
7,78774	39,68879
7,79071	39,96804
7,79385	39,23500
7,79738	40,29965
7,80086	38,95575
7,80388	40,84070
7,80705	38,72886
7,81049	40,61381
7,81416	38,17035
7,81721	40,98033
7,82044	39,72369
7,82351	40,45673
7,82661	39,77605
7,82993	39,84587
7,83316	39,77605
7,83624	39,75860
7,83987	40,68362
7,84334	40,07276
7,84655	41,60865
7,84974	38,81612
7,85298	41,29449
7,85604	39,32227
7,85923	41,24213
7,86273	39,75860
7,86584	40,64872
7,86901	40,09021
7,87243	39,82841
7,87604	40,64872
7,87913	39,49680
7,88216	41,25958
7,88524	39,14774
7,88839	41,22468
7,89183	38,69395
7,89523	41,69592
7,89842	38,72886
7,90158	41,18977
7,90513	39,49680
7,90837	40,75344
7,91151	40,71853
7,91458	39,58407
7,91764	41,45157
7,92077	39,84587
7,92397	41,36430
7,92695	39,53171
7,93012	41,29449
7,93333	39,82841
7,93681	41,25958
7,94040	40,07276
7,94357	41,13741
7,94660	40,22984
7,94960	40,36947
7,95281	40,66617
7,95602	40,07276
7,95939	41,31194
7,96256	39,61897
7,96565	41,52138
7,96927	38,62414
7,97241	42,06243
7,97574	38,86848
7,97881	42,32423
7,98181	39,30481
7,98503	41,71337
7,98817	39,26991
7,99130	41,69592
7,99433	40,02040
7,99748	41,81809
8,00063	40,45673
8,00372	41,25958
8,00679	40,71853
8,00979	40,91052
8,01288	41,10250
8,01608	41,17232
8,01927	41,13741
8,02221	40,42183
8,02544	41,41666
8,02911	40,26475
8,03212	41,55629
8,03538	40,92797
8,03853	41,13741
8,04150	40,87561
8,04461	40,47419
8,04801	41,03269
8,05118	40,40437
8,05430	42,34169
8,05756	39,32227
8,06117	42,65585
8,06420	38,95575
8,06732	43,03982
8,07041	39,25245
8,07341	43,12709
8,07648	39,82841
8,07965	42,79547
8,08281	39,65388
8,08588	42,13225
8,08898	40,80580
8,09240	41,94026
8,09543	41,06760
8,09858	40,84070
8,10175	41,43412
8,10477	40,71853
8,10783	41,74828
8,11096	40,56145
8,11411	41,95772
8,11765	40,40437
8,12064	41,62610
8,12423	41,24213
8,12777	41,32940
8,13096	42,60349
8,13422	39,26991
8,13736	43,28417
8,14050	39,30481
8,14400	43,40634
8,14732	39,81096
8,15048	43,03982
8,15401	41,13741
8,15751	41,83554
8,16106	42,20206
8,16417	40,68362
8,16720	42,79547
8,17021	41,10250
8,17344	42,27187
8,17647	41,11996
8,17952	41,38176
8,18246	41,80064
8,18558	41,11996
8,18916	42,20206
8,19279	40,66617
8,19587	42,41150
8,19893	40,42183
8,20189	42,44641
8,20517	40,94542
8,20869	42,41150
8,21178	41,48648
8,21487	40,52655
8,21814	42,67330
8,22172	40,45673
8,22490	43,66814
8,22797	40,07276
8,23112	43,44125
8,23424	40,19493
8,23729	42,74311
8,24024	41,24213
8,24327	42,72566
8,24620	41,55629
8,24930	42,01008
8,25287	41,60865
8,25632	41,55629
8,25934	42,21951
8,26241	41,69592
8,26547	42,02753
8,26862	41,60865
8,27168	41,69592
8,27472	41,81809
8,27796	41,52138
8,28148	42,74311
8,29506	40,94542
8,29813	41,81809
8,30145	42,83038
8,30464	42,28933
8,30769	41,36430
8,31110	42,93510
8,31413	41,52138
8,31750	43,49360
8,32071	41,76573
8,32381	42,98746
8,32688	41,90536
8,32986	42,02753
8,33305	42,60349
8,33617	41,60865
8,33936	43,16199
8,34274	41,11996
8,34597	42,98746
8,34922	41,31194
8,35227	42,35914
8,35536	43,02237
8,35839	41,60865
8,36152	43,40634
8,36462	40,99778
8,36793	43,94739
8,37102	40,59636
8,37433	44,82006
8,37784	40,61381
8,38141	44,19174
8,38451	41,43412
8,38755	42,51622
8,39063	42,79547
8,39365	42,21951
8,39733	42,86529
8,40071	42,14970
8,40375	42,53367
8,40683	42,65585
8,41002	42,02753
8,41341	43,31907
8,41653	41,38176
8,41960	43,12709
8,42265	41,17232
8,42574	43,40634
8,42921	41,94026
8,43227	43,10963
8,43524	43,54596
8,43871	41,31194
8,44170	43,87758
8,44544	40,78834
8,44864	45,27384
8,45158	41,22468
8,45470	44,20919
8,45779	41,64356
8,46082	43,73795
8,46428	42,63839
8,46772	43,49360
8,47070	43,30162
8,47379	42,41150
8,47741	43,03982
8,48055	42,86529
8,48364	42,44641
8,48674	43,63323
8,48983	41,83554
8,49286	43,56342
8,49627	41,41666
8,49932	44,15683
8,50284	42,86529
8,50584	42,86529
8,50947	44,19174
8,51245	41,32940
8,51551	45,27384
8,51864	40,87561
8,52184	45,41347
8,52539	41,38176
8,52847	44,38372
8,53201	42,84783
8,53550	43,12709
8,53890	44,05211
8,54203	42,44641
8,54506	43,61578
8,54809	42,79547
8,55116	43,03982
8,55434	43,30162
8,55744	42,86529
8,56092	43,56342
8,56429	42,79547
8,56785	42,44641
8,57133	44,34882
8,57440	41,22468
8,57746	45,09931
8,58051	41,90536
8,58362	44,13938
8,58663	42,53367
8,58971	43,75540
8,59341	43,56342
8,59653	43,40634
8,59965	45,29129
8,60310	41,74828
8,60625	45,08185
8,60934	42,53367
8,61238	44,64552
8,61546	43,21435
8,61861	43,80776
8,62176	43,42379
8,62481	43,49360
8,62786	43,37143
8,63090	43,99975
8,63422	42,84783
8,63735	44,12192
8,64049	41,64356
8,64349	45,08185
8,64662	41,71337
8,64981	45,48328
8,65299	41,99262
8,65602	44,47099
8,65928	43,23181
8,66227	43,68559
8,66521	44,66298
8,66866	42,79547
8,67168	45,02949
8,67472	42,07989
8,67779	45,02949
8,68093	42,65585
8,68405	45,09931
8,68716	43,02237
8,69031	44,12192
8,69367	43,49360
8,69708	43,82522
8,70017	43,40634
8,70319	44,38372
8,70622	42,83038
8,70936	44,59316
8,71248	41,80064
8,71554	45,43092
8,71852	42,20206
8,72158	45,62291
8,72507	42,34169
8,72846	44,83751
8,73160	44,38372
8,73475	42,67330
8,73776	46,23377
8,74088	42,39405
8,74398	46,00688
8,74727	42,39405
8,75025	45,53564
8,75344	43,30162
8,75653	45,15167
8,75998	43,92994
8,76334	44,38372
8,76641	43,89503
8,76948	44,40118
8,77257	43,56342
8,77577	44,90732
8,77915	43,24926
8,78225	44,62807
8,78537	43,87758
8,78881	43,47615
8,79217	45,39601
8,79525	42,07989
8,79830	46,14651
8,80139	42,16715
8,80442	45,84980
8,80757	43,05727
8,81055	45,16912
8,81359	44,33136
8,81667	44,01720
8,82015	44,50590
8,82354	44,06956
8,82667	45,53564
8,82967	43,66814
8,83266	44,73279
8,83579	44,08702
8,83898	44,50590
8,84210	44,01720
8,84520	45,02949
8,84867	43,61578
8,85221	45,09931
8,85560	42,58603
8,85866	45,55309
8,86171	44,43608
8,86476	44,01720
8,86782	45,20403
8,87098	43,12709
8,87402	46,25123
8,87746	42,91765
8,88062	46,94936
8,88403	43,28417
8,88737	45,72763
8,89046	44,66298
8,89360	44,52335
8,89660	45,79744
8,89970	44,47099
8,90285	45,08185
8,90586	44,54080
8,90932	44,78515
8,91233	44,71534
8,91549	45,34365
8,91894	44,12192
8,92214	45,43092
8,92518	42,74311
8,92815	46,39085
8,93124	43,35398
